1.472,80.645
2.248,77.32
3.008,78.947
3.756,80.214
4.508,79.365
5.272,78.534
6.02,80.214
6.772,79.787
7.544,77.72
8.284,81.081
9.032,80.214
9.808,77.32
10.592,76.142
11.396,74.627
12.216,73.171
13.008,75.758
13.788,76.923
14.572,76.531
15.344,77.72
16.092,79.787
16.852,78.947
17.604,79.787
21.044,89.286
21.708,89.82
22.364,91.463
23.024,90.909
23.68,91.463
24.324,93.168
24.968,93.168
25.604,94.34
26.236,94.937
26.848,98.039
27.46,98.039
28.072,97.403
28.692,96.774
29.304,98.039
29.916,98.039
30.528,98.039
31.136,98.684
31.736,100
32.34,99.338
32.94,100
33.536,100
34.132,100.67
34.732,100
35.324,101.35
35.916,101.35
36.504,102.04
37.092,102.04
41.14,104.17
41.72,103.45
42.86,95.541
46.184,99.338
49.432,111.94
49.968,111.94
53.208,109.49
53.768,107.14
54.32,108.7
54.932,98.039
55.98,110.29
56.544,106.38
61.04,108.7
61.6,107.14
621.7,144.23
622.96,140.19
624.22,142.86
627.59,142.86
630.95,147.06
631.38,140.19
634.74,138.89
642.31,144.23
642.73,141.51
643.15,142.86
643.56,145.63
643.98,141.51
644.4,142.86
644.82,142.86
645.24,145.63
645.66,142.86
646.08,140.19
646.5,145.63
646.91,145.63
647.33,141.51
647.75,144.23
648.17,142.86
648.58,144.23
648.99,145.63
649.41,142.86
649.83,144.23
650.24,144.23
650.66,145.63
651.08,142.86
652.32,145.63
652.73,145.63
653.15,141.51
653.56,147.06
653.96,147.06
654.38,145.63
654.79,144.23
655.2,145.63
655.62,145.63
656.03,144.23
656.44,145.63
656.85,148.51
657.26,147.06
657.67,145.63
658.08,144.23
658.48,148.51
658.9,145.63
659.3,148.51
659.72,144.23
660.12,147.06
660.53,147.06
660.94,148.51
661.36,142.86
661.76,147.06
662.17,147.06
662.57,150
662.99,144.23
663.4,144.23
663.8,148.51
664.21,148.51
664.62,147.06
665.04,142.86
665.44,148.51
665.84,148.51
666.26,145.63
666.67,145.63
667.89,148.51
668.3,144.23
668.72,145.63
669.12,147.06
669.52,150
669.94,144.23
670.35,145.63
670.76,145.63
671.17,147.06
671.58,148.51
671.99,145.63
672.4,145.63
672.81,147.06
673.22,147.06
673.62,147.06
674.03,147.06
674.44,145.63
674.84,150
675.25,145.63
676.48,145.63
676.88,148.51
677.28,148.51
677.69,147.06
678.1,145.63
678.5,148.51
678.9,150
679.31,148.51
679.72,147.06
680.12,148.51
680.52,150
680.92,148.51
681.33,147.06
681.74,147.06
682.14,151.52
682.54,148.51
682.94,148.51
683.35,145.63
683.75,151.52
684.15,150
684.54,151.52
684.96,145.63
685.36,150
685.76,150
686.16,150
686.56,148.51
686.96,150
687.36,148.51
687.76,150
688.16,148.51
688.56,151.52
688.96,150
689.36,148.51
689.77,148.51
690.17,150
690.56,151.52
690.96,150
691.37,147.06
691.77,150
692.17,150
692.57,151.52
692.97,148.51
693.38,147.06
693.77,153.06
694.17,150
694.57,150
694.97,148.51
695.37,150
695.78,148.51
696.17,151.52
696.58,148.51
696.97,151.52
697.38,148.51
697.78,150
698.96,154.64
700.56,151.52
700.96,150
701.36,150
701.76,150
702.15,153.06
702.54,153.06
703.73,154.64
704.12,151.52
704.52,151.52
705.71,151.52
707.29,153.06
707.68,151.52
708.08,150
708.47,153.06
708.86,153.06
710.44,153.06
710.83,154.64
711.22,153.06
711.62,150
712.02,151.52
712.41,154.64
714.77,151.52
715.16,154.64
715.55,153.06
717.13,154.64
717.52,151.52
717.92,151.52
718.32,150
718.7,154.64
719.1,153.06
720.28,153.06
720.68,151.52
721.08,151.52
721.47,153.06
721.86,151.52
722.26,153.06
722.65,151.52
723.05,150
723.44,151.52
724.63,150
725.03,150
725.42,153.06
725.81,153.06
727.01,151.52
727.4,151.52
727.8,151.52
728.2,150
728.59,151.52
728.99,151.52
729.36,159.57
729.79,141.51
730.18,151.52
730.58,153.06
730.98,150
731.38,147.06
732.57,151.52
732.98,148.51
733.38,150
733.77,151.52
734.16,153.06
734.56,151.52
734.97,145.63
735.37,148.51
735.77,150
736.17,151.52
736.58,147.06
736.98,147.06
737.39,148.51
737.79,148.51
738.2,148.51
738.6,148.51
739,148.51
739.41,147.06
739.81,148.51
740.21,150
740.62,145.63
741.03,148.51
741.44,144.23
741.85,148.51
742.25,150
742.66,145.63
743.07,145.63
743.48,145.63
743.88,151.52
744.29,145.63
744.7,144.23
745.1,150
745.51,148.51
745.92,147.06
746.33,144.23
746.73,150
747.14,148.51
747.54,148.51
747.95,145.63
748.35,150
748.76,148.51
749.15,150
749.56,147.06
749.97,147.06
750.36,151.52
750.76,150
751.17,147.06
751.58,148.51
751.98,150
752.38,150
752.78,150
753.18,147.06
753.58,150
753.98,150
754.38,150
754.79,147.06
755.98,148.51
756.39,148.51
757.59,147.06
757.99,148.51
759.59,147.06
759.99,150
760.39,151.52
760.79,150
761.19,150
761.59,148.51
761.99,150
762.39,151.52
763.59,151.52
763.99,150
764.39,150
764.8,147.06
765.18,154.64
765.58,150
765.98,150
766.38,150
766.78,151.52
767.17,153.06
767.57,148.51
767.98,148.51
768.37,153.06
768.76,151.52
769.16,151.52
769.57,147.06
769.96,151.52
770.35,153.06
770.75,151.52
771.15,148.51
772.75,148.51
773.15,151.52
773.55,150
773.95,150
777.54,150
777.95,147.06
778.34,151.52
778.74,151.52
779.14,148.51
779.55,148.51
780.74,151.52
781.14,147.06
781.54,150
781.94,151.52
782.34,150
782.74,151.52
783.14,148.51
783.54,151.52
783.94,150
784.34,150
784.73,153.06
785.13,150
785.53,150
785.92,151.52
786.32,148.51
786.72,151.52
787.11,153.06
787.51,151.52
787.91,148.51
788.31,150
788.7,153.06
789.1,153.06
789.93,151.52
790.32,153.06
791.05,150
791.9,151.52
792.66,150
793.06,151.52
793.45,153.06
793.85,151.52
794.25,150
794.65,150
795.04,153.06
795.44,150
797.02,153.06
797.41,153.06
798.6,153.06
799,150
799.4,153.06
799.8,148.51
800.2,151.52
800.59,153.06
800.99,150
802.17,151.52
802.57,151.52
802.96,150
804.15,151.52
804.55,150
805.73,151.52
806.12,153.06
806.52,150
808.14,151.52
809.32,151.52
809.71,151.52
810.46,153.06
810.86,151.52
813.24,148.51
814.41,153.06
815.6,153.06
815.99,151.52
816.38,153.06
817.56,151.52
819.13,153.06
819.53,150
819.92,153.06
820.31,154.64
820.7,153.06
821.1,151.52
821.49,151.52
821.88,154.64
822.27,153.06
822.66,153.06
823.06,151.52
824.23,151.52
824.62,153.06
825.01,154.64
825.4,154.64
826.19,163.04
826.58,154.64
826.96,154.64
827.36,153.06
827.75,153.06
828.14,151.52
828.53,154.64
828.92,154.64
829.31,154.64
829.7,151.52
830.87,153.06
831.26,153.06
831.65,154.64
832.04,154.64
832.83,163.04
833.22,154.64
833.61,154.64
834,154.64
834.38,154.64
834.79,148.51
835.2,145.63
836.75,144.23
837.5,153.06
837.9,153.06
838.32,142.86
839.48,153.06
839.88,153.06
841.01,141.51
841.42,144.23
842.19,144.23
843.36,154.64
843.74,157.89
844.13,154.64
845.27,156.25
845.65,156.25
846.04,154.64
846.44,151.52
846.82,156.25
847.21,154.64
847.6,154.64
847.99,151.52
848.36,159.57
848.76,153.06
849.14,156.25
849.54,151.52
850.69,154.64
851.08,153.06
852.24,156.25
